ID,Group,Feature_1,Feature_2,Feature_3
ID448,A,2220.6037950800282,384.1165661466748,4735.787162586542
ID449,C,2535.634582458301,386.9670500321068,-2153.1712086114353
ID450,A,2046.779012104387,383.59811248063323,4214.778272054814
ID451,A,3095.437167720316,409.96882737192516,7242.256093597967
ID452,A,2960.1441720448543,398.8057365995507,6872.12526301904
ID453,B,2381.1250180369516,396.10547796269606,4775.46079758824
ID454,B,1721.6211315612945,398.0894470404945,3451.2382271278843
ID455,C,2241.7990199197166,407.05656085718937,-1836.5624205275658
ID456,A,2443.632913858823,406.03234851256315,5274.408221627405
ID457,C,2265.9117929895824,379.07559038206233,-1885.40270629168
ID458,B,2895.272430691726,402.1657630616146,5792.562670973352
ID459,A,2355.5068228037153,413.28982709100967,5008.063284606338
ID460,B,2449.790051126425,377.57535770668073,4898.007292474586
ID461,B,2780.8709210641127,408.7564013261533,5565.642130212814
ID462,B,2073.25392333305,404.4060555854285,4157.133508482789
ID463,B,2884.2869219363924,391.33522534708703,5789.528445154722
ID464,A,2868.120028058169,390.01620467573076,6648.3684481308155
ID465,A,2517.498098328769,407.79467139045767,5498.828244511792
ID466,C,2584.299981404024,398.2008890843071,-2183.973166535396
ID467,C,2470.8339683087074,396.0723173739982,-2087.1875038774847
ID468,B,3008.560062496393,396.98736771876537,6022.349611504284
ID469,A,2383.987489141666,408.3415420030829,5096.795042353635
ID470,B,2331.6848190445603,403.489052541792,4671.218349583863
ID471,C,2589.004123393619,374.64047859504745,-2204.987994521439
ID472,A,2246.518604044957,421.08163597015164,4660.611640619295
ID473,C,2438.70116873482,404.9263333548417,-2049.8557387544897
ID474,A,2230.1518457698626,394.3441943040723,4715.879607728176
ID475,A,2755.1485287855367,404.9032152067289,6256.399463859391
ID476,A,2178.5934103737713,405.96649781268206,4501.691252877296
ID477,A,2648.357302027201,394.0894273895774,5979.322660300707
ID478,A,1946.8623512274744,394.30324691316457,3874.1536808294236
ID479,B,1641.6972377438321,416.6827742060201,3279.4352976645005
ID480,B,2087.347648558548,409.34745342250045,4169.38919297392
ID481,A,2177.9340055448843,406.27236370027987,4478.753879072968
ID482,A,2465.981184959753,417.7985171732931,5297.4159898833295
ID483,A,2471.740826587687,391.01909731948297,5445.724355200655
ID484,C,3056.4762934448863,405.910495280742,-2651.276822347446
ID485,B,2462.089952483673,418.8070242525658,4919.575986328483
ID486,C,2285.7994031007556,388.6766211639638,-1894.402704886932
ID487,A,2962.595042431928,379.0878032072976,6995.91683384967
ID488,B,2385.549324849226,404.7645317857511,4786.372526760086
ID489,B,2439.036922472321,426.8374250573218,4892.013177413921
ID490,C,1723.4814974031372,395.5815399541143,-1322.7383263728432
ID491,A,1928.1313900811133,363.37057871538724,3979.0514040928456
ID492,A,2302.6100960258336,385.57097585303444,4973.605660095874
ID493,C,2341.684885630871,427.6277887317783,-1911.2632079046375
ID494,C,2479.8659015197964,417.2665797241349,-2068.4295086135003
ID495,A,2935.6753360159832,395.48420056260966,6826.422924220127
ID496,A,2204.048838403034,391.88933873839613,4651.83340933318
ID497,C,2543.732528508517,416.09898089619986,-2139.347600827742
ID498,C,2693.112409459582,384.1049209869322,-2309.4071329756534
ID499,B,2915.8495104855415,380.4524673125689,5847.129037542283
ID500,C,2114.3192171301926,388.5952633332134,-1726.1632808187258
ID501,B,2802.8234642510165,403.8062489946035,5609.86830807735
ID502,B,2239.253157193441,406.2131450126868,4475.560266160652
ID503,B,1974.49194858007,400.8793055175836,3957.260080064706
ID504,A,2544.6324234245058,404.42959587809537,5601.635320616432
ID505,A,2936.4767104782977,386.5023160092238,6894.20329915255
ID506,C,2465.9820986615655,405.7042552352344,-2074.8432580332833
ID507,B,2488.7618503072526,423.63883497859587,4969.814711602218
ID508,B,2235.7118495084223,397.21807238532625,4475.57621180747
ID509,A,2690.5682030668945,393.3492492219142,6092.784711068816
ID510,A,2666.9228059612656,405.36674509118967,5962.162412410116
ID511,A,2526.827538560905,424.8388731528366,5474.034490240453
ID512,C,2315.3788175248624,403.92911332196303,-1939.6187670837703
ID513,C,3109.8484810427067,384.644063693071,-2713.791384884065
ID514,A,2487.6844262070995,378.54246863040765,5573.079843322764
ID515,B,2367.404509001527,374.82532948859404,4746.608487683251
ID516,C,1968.2244527240723,397.55962560801083,-1590.296656447416
ID517,A,2292.351221319704,399.0484800205759,4889.281742644203
ID518,A,2350.041322346752,424.85964995223054,4913.872815358003
ID519,A,2966.1381706212414,400.6367677156371,6896.083375009926
ID520,A,2523.5460510451253,387.0264696921957,5633.351590488636
ID521,B,2692.936050465606,395.43537219307353,5371.142364926311
ID522,A,2926.8925557101597,387.9331031554797,6861.5357505918855
ID523,C,2701.3516466827555,401.01386091264754,-2314.7891042974907
ID524,B,2935.107242386035,412.75045280777425,5861.253719391254
ID525,A,2427.474298970778,406.1098996177614,5250.783353572232
ID526,C,2512.774613824036,400.3359386165453,-2100.3564214684116
ID527,A,2279.709892533934,387.714426841524,4918.911197323314
ID528,A,2668.5451852795964,388.8706139583506,6053.550780433751
ID529,C,2517.003143267202,428.3861192025591,-2099.680163609032
ID530,A,2667.0401530392555,375.40872402898947,6103.360843489891
ID531,A,3000.469935743394,379.70760904978204,7078.647364681058
ID532,A,2567.1450147277424,413.2879425300362,5660.716570807573
ID533,C,2207.3099066892005,410.3836449446513,-1793.6260392359932
ID534,B,2486.5851971854954,384.7115847718942,4973.175785336521
ID535,C,2383.096925970597,403.41955453419206,-1975.5634476042947
ID536,C,2509.8853998532695,392.2385156477138,-2101.78810465848
ID537,B,2997.3159823050473,395.8625307109482,6002.543624969043
ID538,A,2507.6426142438927,408.30550276968194,5483.036598557699
ID539,A,2639.326350054516,383.10197372730204,6003.791792492861
ID540,A,2219.0793900623544,372.6828780654684,4786.2741478624275
ID541,C,2803.1088012600394,397.87346638155935,-2425.937678088688
ID542,B,2163.592450362808,411.26422021814324,4317.121389296478
ID543,C,2613.493554422735,399.6752823334219,-2208.6576249215927
ID544,B,2542.5304587473224,431.55525758224667,5102.0876696546
ID545,C,2113.3781145929725,393.6433525639203,-1717.454696138789
ID546,A,2104.227326722175,396.3636907355921,4340.71628218344
ID547,C,3090.6688740089426,398.26326393930503,-2687.0361754554892
ID548,C,2457.3931537621065,401.43333429214584,-2082.57628409872
ID549,C,2542.984753401496,389.6814667429305,-2134.3595934364243
ID550,B,2439.638944765102,393.9370979347408,4875.836836338225
ID551,C,2538.397517192532,419.64543185054305,-2113.6643359746718
ID552,B,2732.4396554029554,376.018875889625,5453.33811538288
ID553,C,2300.933313171576,418.59624437132663,-1890.9442046194536
ID554,A,2657.229491378377,407.27180049548554,5938.576531866707
ID555,A,2381.2210701842787,396.97176940100206,5139.613708984268
ID556,C,2447.391578788505,425.1474597125324,-2035.674784409902
ID557,C,2583.554873971242,420.92112812579404,-2153.094653876697
ID558,C,2102.9678001330913,389.8102851090264,-1729.1011237712517
ID559,B,2575.112244988088,401.03550372658964,5150.6006603804735
ID560,C,3163.6843030219998,385.2753477155615,-2769.4671729474444
ID561,C,2506.0893899179464,412.6797251247271,-2097.4796141980214
ID562,A,3009.145337287776,401.9686737009562,7031.68411372125
ID563,B,3129.3976313617045,365.87401579811456,6262.30857454821
ID564,C,2435.6854300509285,406.4660646471385,-2017.2626415022976
ID565,A,2123.684310970387,421.0325895908248,4250.285610299685
ID566,A,2477.4538529635342,375.00122217156894,5539.79551287523
ID567,B,2033.9170981294067,415.66301720518544,4074.5612358007593
ID568,C,2745.655879027423,396.1676433043774,-2355.7961465333024
ID569,C,2221.919149325212,421.82922417766673,-1809.9034075473207
ID570,B,2230.8406339082912,376.13112118932605,4468.311874930488
ID571,B,1986.4751106888757,417.61040170282786,3981.6403353653413
ID572,A,2657.411979869322,386.8698742284016,6031.020266366427
ID573,C,1846.2528018367966,384.57366931613984,-1463.1267118901053
ID574,C,2799.1703753704815,381.1271615094244,-2405.6097360234353
ID575,A,2441.4085997757606,388.3220511650287,5411.376650790607
ID576,C,2589.2303759062333,401.82055199192996,-2196.1264932157983
ID577,B,2463.066273466985,399.48580927465963,4912.520090565577
ID578,B,1926.288374935682,409.29260639530713,3840.030419898117
ID579,C,2602.990177738116,405.4905794537352,-2185.247852829859
ID580,C,2556.425311023649,395.9240764282077,-2174.334357018569
ID581,C,2801.8575894979604,417.8505898174258,-2391.2188180643493
ID582,C,2523.0740933553384,393.5978613405392,-2124.313248444317
ID583,B,2985.9101996930112,396.9668661829271,5959.106218172406
ID584,B,2123.8790023872466,402.8579718737931,4240.773846486882
ID585,B,2613.805687848269,409.9284670806698,5246.24740310806
ID586,B,2799.613263178481,409.28404604494966,5601.773123111209
ID587,C,2236.84474678923,425.46645433883606,-1807.9627594603019
ID588,A,2903.4319022751693,418.69017021167053,6593.539768982298
ID589,A,2632.290696628919,435.74440017053143,5714.7163748650855
ID590,B,2154.556001578607,390.2060990087551,4315.067414847361
ID591,A,2031.9341054043562,417.7244263149905,4015.670421688621
ID592,C,2186.671040396421,405.2838255262499,-1796.2423650163296
ID593,A,2079.2714962257896,386.4043773413784,4287.407747310662
ID594,A,2835.316319446638,371.6685905360829,6666.966785292496
ID595,A,2878.2449709531193,391.6620994758499,6678.7575233905145
ID596,A,2304.7437421153313,404.7778349127235,4897.850324287095
ID597,A,2425.0751898121075,429.65526527434326,5135.066504408897
ID598,C,2302.5166323782505,392.59157179986806,-1923.4693343943165
ID599,B,2762.8635407494476,397.45111799098396,5541.689722049323
ID600,A,2814.8572708959928,412.4404166793545,6370.927741660435
ID601,C,2180.5237267799844,395.03089816017064,-1806.0189425764345
ID602,B,2426.971951300548,410.26507421075553,4857.069204585689
ID603,A,2423.267788302414,375.2488747467611,5383.411553272577
ID604,A,2646.6173839019184,388.38719758379307,6010.420274960446
ID605,A,2750.594897799874,403.8922691473797,6220.606142880759
ID606,B,2253.409389994137,400.3035827108266,4498.675501652035
ID607,A,2057.70813227094,391.64154434253476,4209.029475964661
ID608,C,2910.601493671987,404.0172309998833,-2516.4619468168444
ID609,A,2223.3785712882413,381.03807880432873,4754.721319093235
ID610,B,2344.2843711617866,402.77419114153565,4684.115306290449
ID611,C,2575.8895155938867,410.93433266567274,-2179.285808223324
ID612,A,2405.7609988409763,407.605055014464,5186.1343802352885
ID613,B,3177.0323734491,398.9214808127795,6367.158872209909
ID614,B,2768.4846738257957,376.58313308190344,5532.26761021199
ID615,B,2497.2030573998863,408.50824162585906,4964.62055309634
ID616,B,2587.531018343496,395.0537292893271,5186.773329411652
ID617,B,2334.564513652739,423.5307615367835,4663.839847801194
ID618,C,2408.7940184098707,384.60459442171856,-2021.228813379507
ID619,C,2709.3651024174915,382.69225105183614,-2326.7771843421096
ID620,A,2755.6420850370255,384.35603212072147,6336.521725559508
ID621,B,2524.578253627926,408.3624236024695,5023.094755427385
ID622,A,2845.314880505826,386.82814804327234,6593.979199128872
ID623,B,2565.0153519065348,394.7726993369316,5117.548069697975
ID624,A,2977.376399939381,379.0690575791817,7041.430137426155
ID625,B,2725.022108468275,389.1314637681788,5452.07216832006
ID626,B,1741.6276819387574,392.5486547453714,3484.6026544261917
ID627,A,2267.8326568582675,380.68792111815935,4923.282342693725
ID628,A,2383.40314169026,390.69062209239746,5222.619337655289
ID629,C,2312.971332985148,366.6320433138277,-1932.0822101131
ID630,B,3653.8549341825246,408.44604598362463,7308.8333122372205
ID631,A,2949.4556343760664,414.6633349741085,6801.664676132923
ID632,C,2654.629412845054,386.30296172076754,-2278.5977879187285
ID633,B,2285.241527814092,368.44770999356746,4559.721783646048
ID634,B,2134.6570149318295,381.091295059622,4262.392117438247
ID635,C,2028.4721709326839,407.0092055461525,-1613.8463033536277
ID636,B,2235.0182438546453,393.44525585247794,4466.510481571204
ID637,C,2405.834092704201,384.0080002176219,-2029.2735783760788
ID638,A,2450.21029794831,386.9086690358573,5427.475771731413
ID639,C,2213.4280119023288,387.4212048582673,-1813.6908030206107
ID640,B,2429.6605645844725,421.0943049303822,4856.204562822941
ID641,B,2603.5794845280825,398.7612872488758,5205.255572876986
ID642,A,2820.823286113835,409.5863058589054,6409.049192800586
ID643,C,2217.7365458032536,385.4167366020333,-1814.680771277276
ID644,A,2423.739771609633,387.56624824250093,5345.857034341726
ID645,C,1988.3507510935724,398.6699634338355,-1590.4029625516432
ID646,B,2611.8315384727493,428.92721153092117,5218.50445684732
ID647,B,2300.8714826345863,401.49367677016295,4616.2302156312
ID648,C,2479.347809018842,419.24036199772064,-2062.629180901454
ID649,B,2973.2023319425643,389.07098820856663,5958.434249361069
ID650,B,2696.6875843310645,406.83030578520555,5401.2406230433835
ID651,C,2433.9245883023946,412.55376511754116,-2045.2852633975376
ID652,A,1889.9250264123882,399.1025984964427,3673.614048555564
ID653,C,3179.6075980486535,417.32331477108715,-2757.674910155705
ID654,A,2315.706249365005,399.67706838955854,4953.739055521576
ID655,A,2539.0987838541737,401.514409594277,5623.939453429537
ID656,C,1820.4508778634042,394.39664712066315,-1432.6881514958145
ID657,B,2485.197300813734,403.79508123543184,4982.979550484124
ID658,C,2373.0699336472717,386.71759583391736,-1977.3313505088663
ID659,A,2378.295997496876,410.7771667238178,5061.424821264449
ID660,A,2318.88952735935,431.54372308211293,4811.659676045519
ID661,C,2918.591950525305,393.26669060841544,-2537.86340688738
ID662,A,2534.6135259570938,395.0969867982855,5617.247442657034
ID663,C,2584.2934230897185,392.2633695436397,-2199.101628647622
ID664,B,2685.915177644758,400.76257822819343,5373.754810057545
ID665,A,2690.5502467907436,425.18137409525826,5949.291356289526
ID666,C,2397.956501221189,398.34975545754696,-2014.2248799738197
ID667,A,2269.6332040245557,408.74111252551705,4761.325632015991
ID668,C,2750.509810982924,376.69762357195776,-2377.990786572982
ID669,C,2403.9422084753182,377.9182503217281,-2021.4112044232993
ID670,B,2804.559206221446,399.5304782996626,5620.00626524128
ID671,A,2360.9626553518365,392.979814044904,5121.734512668878
ID672,A,2780.930326727308,415.1281131526819,6297.0018975470575
ID673,A,2812.936164472042,417.0142640324102,6357.581641038021
ID674,B,2928.2258801988487,427.3049217872987,5855.786988722155
ID675,A,2843.5769343643738,392.8481927971958,6584.460401996582
ID676,C,2583.420182442383,403.4585718172697,-2194.918201096637
ID677,C,2854.5956962642495,393.8437839688055,-2477.2230113849123
ID678,A,2149.0477515176212,410.8188697361007,4413.80432064461
ID679,B,2833.100295497843,369.83646547544095,5664.349011753679
ID680,B,2854.4670215040646,385.77549875553444,5691.056506406579
ID681,A,3160.537908599088,406.6259187210366,7454.98151707723
ID682,C,2418.231773964361,403.4509216033375,-2004.9054502231395
ID683,A,2391.710560177061,395.2719348207053,5188.397535915178
ID684,C,3334.9506939235825,406.55746674892816,-2929.9166603863764
ID685,B,2826.5650942689012,392.34712768584143,5653.070601055695
ID686,C,2518.4158026671894,388.4542118292383,-2121.6312362374274
ID687,A,2352.8505506023657,398.03085863670276,5069.081922040121
ID688,C,2837.5283577374125,384.2837782306364,-2458.2825215749754
ID689,A,2480.2077954511615,405.25662157089164,5426.438329517301
ID690,C,3132.7307583330676,386.5239722525894,-2750.9560760113304
ID691,C,2553.5061879809923,421.8345795368523,-2103.35670438616
ID692,A,2522.9910003222585,381.55336581014035,5679.135223420063
ID693,C,1944.004476889189,368.7129514548114,-1598.4548908338263
ID694,A,2465.5551720331086,406.61339990773837,5363.808165032887
ID695,B,3028.0716592831363,391.5725326098277,6047.253373396048
ID696,A,2632.8365887501986,430.6503129442637,5732.3172735016915
ID697,B,2432.1746013516376,405.8786493040675,4863.858210755381
ID698,A,2228.1528384613343,381.9060689170722,4754.978502251425
ID699,B,2720.297619879697,382.1588882911491,5462.4689131801615
ID700,A,2390.3929444417768,395.028490994961,5209.580166462056
ID701,A,2414.271459027757,375.4241555063324,5369.1539633489265
ID702,A,2628.996531552501,412.98997844416544,5810.678149498941
ID703,C,2635.7126482293065,401.29502263228073,-2238.9354456339984
ID704,B,2585.3777429492857,379.57730889668125,5191.290158951869
ID705,C,2362.483014011077,402.2415039302403,-1958.2883864680557
ID706,A,2616.1823840461147,415.09319491846844,5780.954884783069
ID707,C,2353.92785730848,396.97467440093607,-1953.8823663335588
ID708,C,2651.343846946774,415.92126473490595,-2245.6657657357146
ID709,A,2864.0680800318814,412.583963663821,6537.877548694914
ID710,C,2775.109867468409,385.5034919840103,-2399.4138010688444
ID711,A,2880.340086756615,386.80559168405983,6707.428082895827
ID712,C,2456.905582476559,380.34825891272266,-2094.4381938001866
ID713,A,1989.7142073304249,398.031633670976,3975.8447170953455
ID714,A,2458.4766457350393,395.52405526985484,5396.431765304051
ID715,A,2241.2498928884547,407.8288138044854,4686.24447755261
ID716,C,2782.1643871399533,389.3918706837655,-2404.640858705588
ID717,B,2047.7802328121566,380.58079542251244,4070.477772521173
ID718,A,2777.938668106039,429.8207275948116,6179.855962043659
ID719,A,2911.9859572571636,416.1322544592403,6673.384333200105
ID720,B,2696.891001377302,402.48108624519006,5404.646315589838
ID721,C,1999.3546346135945,400.2766789418101,-1592.5370039329873
ID722,B,2285.1347150803917,424.6427014769639,4559.203690219764
ID723,A,2362.5808739190034,404.74352711534715,5050.765992955655
ID724,A,2489.298392441829,400.38146051217086,5456.672820517597
ID725,B,2491.0809992455625,388.3044275530319,5016.305635178502
ID726,B,2383.618082072274,384.38644578919553,4781.569176777263
ID727,C,2395.6001977090586,403.8644881752924,-1985.0676068136954
ID728,C,2367.096560675369,376.13663210918554,-1999.5198575609809
ID729,C,2698.5543996419583,368.7982205550534,-2345.8729429644227
ID730,B,2548.1159416036644,406.27380477425334,5100.871354649357
ID731,A,2738.2691686989365,382.06114669463165,6319.662772093835
ID732,B,2443.794321278007,399.60136505265865,4891.6534413061
ID733,B,2842.97681989364,385.6293424033283,5685.204064149967
ID734,C,2294.476549063311,419.93147523055615,-1884.9952170548927
ID735,C,2803.250859695417,402.2239100353798,-2415.6909640585936
ID736,B,2712.0205524022285,362.14826634513423,5434.159060456316
ID737,B,2460.96261880337,422.9852663012667,4920.326055467396
ID738,A,2044.4027857768697,396.65090928356403,4156.526346303005
ID739,A,2197.9738921802914,390.4227508754612,4656.617362290233
ID740,A,2231.8200586974176,396.4159594883284,4715.831041253282
ID741,B,2987.6499282836726,395.7818005194652,5973.2320981286875
ID742,A,2404.2260842874116,420.0464332125776,5101.7918542425605
ID743,C,2556.2494871968383,393.52661718159356,-2162.8812391073434
ID744,B,2340.1399009911993,383.44632746094754,4671.605887415178
ID745,A,2783.7970689988865,377.28142319070867,6489.285072791315
ID746,C,3082.073356218561,421.3633172204474,-2673.7540011531682
ID747,C,2328.321486003815,392.48758275195104,-1939.0742089706514
ID748,A,2444.124346531873,407.17753113726235,5287.261591997362
ID749,B,2347.234433422203,397.55169007155155,4707.137005275676
ID750,C,2570.787376176988,425.60747713885576,-2140.7577765432447
ID751,C,2737.983676344393,386.17902278344974,-2336.8533056274437
ID752,A,2511.7466706042683,414.3300881055492,5458.057016878664
ID753,A,2069.6353412895305,396.2079169013041,4231.064473610698
ID754,C,2392.9959562386584,365.90252337940007,-2027.3670922900633
ID755,B,2629.9002440326353,405.26332529521244,5251.946912128917
ID756,A,2595.8568311268145,392.8946735265621,5834.558464383933
ID757,C,2490.4667082632013,409.59951588299924,-2075.188997554374
ID758,A,2588.67584957521,417.4542977037465,5655.609043077519
ID759,C,2613.6541859003723,387.5673500296784,-2237.386635974808
ID760,A,2651.593109828773,398.8396847275398,5953.078708742631
ID761,C,2169.5061783715055,403.14870012776163,-1778.993691838983
ID762,C,2966.1264876262994,384.18017534536926,-2603.6166536718765
ID763,B,3054.0083142931235,404.4403672127333,6116.231558515948
ID764,A,2338.738410654993,398.6341826871074,5020.640051029281
ID765,C,2396.597343880305,407.61338171155904,-2005.4456217416528
ID766,A,2713.163685038234,397.2953389669321,6152.748965993694
ID767,C,2140.827461133816,400.41522483398126,-1742.9312884567476
ID768,C,2732.3260135007195,383.79114912530116,-2347.828289113933
ID769,C,3081.539020149275,419.80558074098417,-2657.862248958762
ID770,B,3027.815754236529,393.4353087861353,6052.757142577376
ID771,A,3064.9668415573624,416.6525830325698,7102.669948636856
ID772,A,2448.9367701566052,394.7126225722354,5340.001067827141
ID773,B,2564.364680850386,400.1199170742403,5119.860773488238
ID774,C,2745.8101416280324,417.87412097802667,-2321.846137196595
ID775,B,2822.998341761063,405.5824068877215,5648.128904825778
ID776,A,2609.4570191487537,393.00487196236986,5866.9648837950635
ID777,A,2270.326129637941,391.3611176353595,4856.980569736527
ID778,C,2770.7789731440625,389.1762116113362,-2400.0287981367483
ID779,C,2322.5632221593073,396.1816859312359,-1960.2511680246355
ID780,B,2191.4268603893825,374.5935960661565,4387.486575043284
ID781,C,2006.0129179485189,440.86315386230353,-1563.6776922593713
ID782,B,2219.0634256636804,395.34820729099,4418.66827150649
ID783,B,2600.5995621773436,401.6342452360816,5213.232881001945
ID784,A,2308.6749457160945,391.4044044679016,4980.060825606541
ID785,B,2869.5434564253296,418.84941738894855,5744.530484503768
ID786,B,2610.746814749082,400.530909562797,5221.999743153029
ID787,A,2580.366375098177,395.5599376635834,5753.568869257076
ID788,A,2309.74100390825,401.9562933320299,4905.679594941262
ID789,A,2726.291713805059,395.58263377508996,6207.197184104161
ID790,C,2664.898718552164,376.66208079605315,-2275.6706736732235
ID791,C,2236.046826540515,396.5714906271971,-1826.8869723340347
ID792,C,2420.9814234118007,394.58867907476997,-2025.0659911034186
ID793,A,2256.7523830956607,404.42577935497695,4763.7222264329075
ID794,C,2540.238326268781,403.60197544728953,-2151.6365009951637
ID795,B,2128.0285250327515,399.0780933788407,4262.8761024518
ID796,C,2801.6099409539734,396.11394740164695,-2408.0776070573793
ID797,B,2648.1576328465567,401.81832930972234,5306.636770215427
ID798,B,2018.908569261557,396.96166370744766,4036.5424234710913
ID799,A,2078.7127508299795,407.31457488957744,4191.883129723605
ID800,C,2317.934167761873,390.09216129716924,-1933.464193015135
